slug,city,state,fqhc_name,address,city_addr,state_addr,zip,phone,website,services_includes_lab,distance_miles,website_source
florence-sc,Florence,SC,"Genesis Healthcare, Inc. dba Genesis Healthcare Florence",1523 Heritage Ln,Florence,SC,29505,(843) 673-9992,https://www.genesisfqhc.org,true,1.28,original
florence-sc,Florence,SC,CSC HARTSVILLE CENTER,1268 S 4th St,Hartsville,SC,29550,(843) 332-3422,https://www.caresouth-carolina.com,true,20.34,original
florence-sc,Florence,SC,"Health Care Partners of South Carolina, Inc. - MARION OFFICE",145 Palmetto Pointe Rd,Marion,SC,29571,(843) 423-2400,https://www.hcpsc.com,true,22.98,original
fenton-mi,Fenton,MI,Genesee Health System,1040 W Bristol Rd,Flint,MI,48507,(810) 496-5737,http://www.genhs.org/,true,13.22,places
fenton-mi,Fenton,MI,HCHN - New Burton,G3375 S Saginaw St,Burton,MI,48529,(810) 743-6830,http://www.hamiltonchn.org/,true,13.67,places
fenton-mi,Fenton,MI,Mason Middle School Empowerment Zone,3825 W Walton Blvd RM B,Waterford,MI,48329,(248) 724-7600,https://www.honorcommunityhealth.org,true,19.6,original
fenton-mi,Fenton,MI,The Wellness Plan Medical Center - Pontiac,46156 Woodward Ave,Pontiac,MI,48342,(248) 897-0900,https://www.wellplan.com,true,24.81,original
fayetteville-ar,Fayetteville,AR,Community Clinic Fayetteville Medical,3162 W Martin Luther King Jr Blvd # 13AND14,Fayetteville,AR,72704,(479) 751-7417,https://communityclinic.net/location/primary-specialty-care-fayetteville-ar-mlk-blvd/,true,2.92,places
fayetteville-ar,Fayetteville,AR,Infuse Rx,"375 E Millsap Rd, #3",Fayetteville,AR,72703,(479) 445-6833,https://www.infuserx.net,true,4.28,original
fayetteville-ar,Fayetteville,AR,BOSTON MOUNTAIN RURAL HEALTH CTR,932 N Gaskill St,Huntsville,AR,72740,(479) 738-1253,https://www.bmrhc.net,true,23.1,original
fayetteville-ar,Fayetteville,AR,Westville Family Medicine,1779 Buffington Rd,Westville,OK,74965,(918) 723-3997,https://www.neohealth.org,true,23.96,original
greenville-sc,Greenville,SC,Unity Health On Main,505 N Main St STE C,Greenville,SC,29601,(864) 232-2734,https://www.unityhealthonmain.org,true,0.36,original
greenville-sc,Greenville,SC,NEW HORIZON FAMILY HEALTH SERVICES,130 Mallard St,Greenville,SC,29601,(864) 233-1534,https://www.newhorizonfhs.org,true,1.5,original
greenville-sc,Greenville,SC,ReGenesis Health Care-Phoenix Center,1400 Cleveland St,Greenville,SC,29607,(864) 467-3790,http://www.phoenixcenter.org/,true,2.37,places
greenville-sc,Greenville,SC,"Foothills Community Health Care, Inc","403 Hillcrest Dr, Ste D",Easley,SC,29640,(864) 722-0283,www.myfchc.org,true,12.29,hrsa
greensburg-pa,Greensburg,PA,"Community Health Clinic, Inc.","218 S Maple Ave, Suite 102",Greensburg,PA,15601,(724) 335-3334,http://www.communityhealthclinic.org/,true,0.44,places
greensburg-pa,Greensburg,PA,Latrobe Health Center,529 Lloyd Ave,Latrobe,PA,15650,(724) 804-5195,https://primary-health.net,true,7.88,original
greensburg-pa,Greensburg,PA,MCKEESPORT FAMILY HEALTH CENTER,627 Lysle Blvd,Mckeesport,PA,15132,(412) 644-4112,https://N/A,true,16.93,original
greensburg-pa,Greensburg,PA,Cornerstone Care Community Health Center of Clairton,559 Miller Ave,Clairton,PA,15025,724-943-3308 x127,https://cornerstonecare.com/,true,17.99,places
greensburg-pa,Greensburg,PA,Donora Family Medicine,718 McKean Ave,Donora,PA,15033,724-632-6801 x1100,https://www.centervilleclinics.com/location/donora-family-medicine,true,18.75,places
greensburg-pa,Greensburg,PA,Metro Community Health Center,"1789 S Braddock Ave, Suite 410",Pittsburgh,PA,15218,(412) 247-2310,https://www.metrofamilypractice.org,true,19.87,original
grand-rapids-mi,Grand Rapids,MI,Cross Roads Bible Church,800 Scribner Ave NW,Grand Rapids,MI,49504,(616) 316-8800,http://www.crossroads-bible.org/,true,0.5,places
grand-rapids-mi,Grand Rapids,MI,Belknap Commons Dental Center,751 Lafayette Ave NE,Grand Rapids,MI,49503,(616) 742-9945,https://www.cherryhealth.org,true,0.75,original
grand-rapids-mi,Grand Rapids,MI,Kent City High School Behavioral Health Services,351 N Main St,Kent City,MI,49330,(231) 834-1350,https://www.kentcityschools.org/highschool/,true,18.1,places
grand-rapids-mi,Grand Rapids,MI,Ravenna Middle School,2700 S Ravenna Rd,Ravenna,MI,49451,(231) 737-1335,http://www.ravennaschools.org/schools/rms/,true,21.2,places
glendale-az,Glendale,AZ,Maverick Health Center,5801 North 51st Avenue,Glendale,AZ,85301,(602) 685-6000,https://terroshealth.org,true,0.94,original
glendale-az,Glendale,AZ,Mountain Park Health Center - Glendale,6975 W Glendale Ave,Glendale,AZ,85303,(602) 243-7277,https://www.mountainparkhealth.org,true,1.92,original
glendale-az,Glendale,AZ,Valle del Sol_4344,4344 West Indian School Road,Phoenix,AZ,85031,(602) 258-6797,https://www.ValledelSol.Com,true,2.72,original
glendale-az,Glendale,AZ,Adelante Healthcare West Phoenix,9610 N Metro Pkwy W,Phoenix,AZ,85051,(480) 964-2273,https://adelantehealthcare.com/,true,4.14,original
glendale-az,Glendale,AZ,Copperwood II Health Center,11851 N 51st Ave STE F140,Glendale,AZ,85304,(480) 882-4545,https://noahhelps.org/health-center-locations/copperwood-ii/?y_source=1_MTAzNzkzOTI3Ny03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,true,4.31,places
glendale-az,Glendale,AZ,Valleywise Comprehensive Health Center-Peoria,8088 W Whitney Dr,Peoria,AZ,85345,(833) 855-9973,https://valleywisehealth.org/services/primary-care/,true,4.43,original
gilroy-ca,Gilroy,CA,GARDNER SOUTH COUNTY HEALTH CTR,7526 Monterey St,Gilroy,CA,95020,(408) 848-9400,https://www.Gardnerhealth.org,true,0.72,original
gilroy-ca,Gilroy,CA,Glen View SB Health Clinic,480 W 8Th St,Gilroy,CA,95020,(408) 729-9700,https://bach.health/santa-clara-county-locations,true,1.05,places
gilroy-ca,Gilroy,CA,Gilroy Neighborhood Health Clinic,9300 Wren Ave,Gilroy,CA,95020,(408) 284-2282,http://www.schoolhealthclinics.org/,true,1.08,places
gilroy-ca,Gilroy,CA,Valley Health Center Gilroy,7475 Camino Arroyo,Gilroy,CA,95020,(408) 686-2209,https://www.sccgov.org,true,1.18,original
gilroy-ca,Gilroy,CA,Salud at Valle Verde,252 Green Valley Rd,Freedom,CA,95019,(831) 728-8250,http://www.splg.org/,true,11.9,places
gilroy-ca,Gilroy,CA,Watsonville Health Center - Building B,1430 Freedom Blvd STE B,Watsonville,CA,95076,(831) 763-8400,https://www.santacruzhealth.org,true,12.01,original
gilbertsville-pa,Gilbertsville,PA,CHDC Boyertown,6 E Philadelphia Ave,Boyertown,PA,19512,(610) 326-9460,https://ch-dc.org/,true,2.92,places
gilbertsville-pa,Gilbertsville,PA,Berks Community Health Center,838 Penn St,Reading,PA,19602,(610) 988-4838,https://www.berkschc.org,true,17.28,original
gilbertsville-pa,Gilbertsville,PA,Norristown Regional Health Center,1401 Dekalb St,Norristown,PA,19401,(610) 278-7787,https://dvch.org,true,18.71,original
gilbertsville-pa,Gilbertsville,PA,Keystone Agricultural Worker Program - Berks Co.,1981 State Hill Rd,Reading,PA,19610,(610) 372-5001,https://keystonehealth.org/keystoneagworkerprogram/,true,20.15,places
gilbertsville-pa,Gilbertsville,PA,Lehigh Valley Physicians Practice PCP,1627 Chew St,Allentown,PA,18102,(610) 969-4370,https://www.valleyhealthpartners.org/,true,21.1,original
gilbertsville-pa,Gilbertsville,PA,Star Community Health Dental Sigal-Allentown,450 Chew St,Allentown,PA,18102,(610) 776-4802,https://starcommunityhealth.org,true,21.83,original
gig-harbor-wa,Gig Harbor,WA,Peninsula Community Health Services - Key Peninsula,11901 137th Ave NW,Gig Harbor,WA,98329,(360) 377-3776,https://www.pchsweb.org/,true,1.31,places
gig-harbor-wa,Gig Harbor,WA,Key Peninsula Health Center,15610 89th Street Ct NW,Lakebay,WA,98349,(253) 884-9221,https://www.commhealth.org/services/medical-clinics/key-medical-center/,true,3.5,places
gig-harbor-wa,Gig Harbor,WA,Sea Mar CHC - Gig Harbor 50th St Ct NW,3208 50th Street Ct STE 202-203,Gig Harbor,WA,98335,(253) 280-9888,http://www.seamar.org/pierce-bh-gigharbor.html,true,7.53,places
gig-harbor-wa,Gig Harbor,WA,HealthPoint TAF@Saghalie Campus Health Center,33914 19th Ave SW,Federal Way,WA,98023,(425) 277-1311,http://healthpointchc.org/find-clinics/tafsaghalie,true,17.01,places
gig-harbor-wa,Gig Harbor,WA,FEDERAL WAY PUBLIC HLTH CTR,33431 13th Pl S,Federal Way,WA,98003,(206) 296-8410,http://www.kingcounty.gov/healthservices/health/locations/federalway.aspx,true,18.66,original
gig-harbor-wa,Gig Harbor,WA,Neighborcare Health at High Point,6020 35th Ave SW,Seattle,WA,98126,(206) 461-6950,https://www.neighborcare.org,true,19.11,original
germantown-md,Germantown,MD,MobileMed Germantown Clinic,19735 Germantown Rd,Germantown,MD,20874,(301) 634-9600,https://mobilemedicalcare.org,true,0.74,original
germantown-md,Germantown,MD,CCI-Gaithersburg,220 Girard St STE 100,Gaithersburg,MD,20877,(866) 877-7258,https://www.ccicares.org,true,5.07,original
germantown-md,Germantown,MD,Sterling,21641 Ridgetop Cir,Sterling,VA,20166,(703) 840-4704,,true,12.45,
germantown-md,Germantown,MD,Mary's Center - Silver Spring MD,344 University Blvd W,Silver Spring,MD,20901,(202) 483-8196,https://www.maryscenter.org/,true,16.8,places
germantown-md,Germantown,MD,Friendship Place,4713 Wisconsin Ave NW,Washington,DC,20016,(202) 364-1419,https://ww.unityhealthcare.org,true,18.22,original
germantown-md,Germantown,MD,The City of Frederick Housing and Human Services/FCAA,100 S Market St,Frederick,MD,21701,(301) 600-1506,https://www.cityoffrederick.com/fcaa,true,18.31,original
garland-tx,Garland,TX,HHM Health Mesquite Family Health Center,4550 Gus Thomasson Rd,Mesquite,TX,75150,(972) 682-8917,https://hhmhealth.org,true,6.8,original
garland-tx,Garland,TX,HSNT Wylie Children's Medical Clinic,"303 S Highway 78, Ste 106",Wylie,TX,75098,(972) 801-9689,https://healthservicesntx.org/wylie-childrens-medical-clinic?utm_source=GMBSocialClimb&utm_medium=WylieChildren'sMedicalClinic,true,7.71,places
garland-tx,Garland,TX,Women's Health Center of Plano,"3713 W 15th St, Suite 401",Plano,TX,75075,(940) 766-6306,https://www.fhcntx.org/,true,10.53,places
garland-tx,Garland,TX,Prism Health North Texas at South Dallas Health Center,4922 Spring Ave,Dallas,TX,75210,(214) 421-7848,https://www.phntx.org,true,12.05,original
garland-tx,Garland,TX,"Martin Luther King, Jr. Family Clinic, Inc. d/b/a Foremost Family Health Centers",2922B Martin Luther King Jr Blvd,Dallas,TX,75215,214-426-3645 x161,https://www.foremostfhc.org,true,13.37,original
garland-tx,Garland,TX,The Bridge,1818 Corsicana St,Dallas,TX,75201,(214) 670-1145,http://www.parklandhospital.com/phhs/homeless-outreach.aspx,true,14.03,original
huntersville-nc,Huntersville,NC,Charlotte Community Health Clinic,"8401 Medical Plaza Dr, Suite 300",Charlotte,NC,28262,(704) 316-6561,http://charlottecommunityhealthclinic.org/,true,7.34,original
huntersville-nc,Huntersville,NC,Kintegra at Turning Point Middle,2300 W Sugar Creek Rd,Charlotte,NC,28262,(980) 343-5681,https://www.kintegra.org,true,8.4,original
huntersville-nc,Huntersville,NC,AMG - N Tryon Rd,7945 N Tryon St STE 112,Charlotte,NC,28262,(704) 764-1387,https://amitymed.org,true,9.29,original
huntersville-nc,Huntersville,NC,Sugar Creek Health Center,721 W Sugar Creek Rd,Charlotte,NC,28213,(704) 792-2242,https://www.crchc.org,true,10.15,original
huntersville-nc,Huntersville,NC,The C.W. Williams Community Health Center Inc.,3333 Wilkinson Blvd,Charlotte,NC,28208,(704) 393-7720,https://www.cwwilliams.org,true,13.22,original
houston-tx,Houston,TX,Harmony House Respite Center,602 Girard St,Houston,TX,77007,(713) 221-6219,http://www.harmonyhouse.org/,true,0.2,places
houston-tx,Houston,TX,CATHEDRAL CLINIC,1212 Prairie St,Houston,TX,77002,(713) 220-9730,https://www.homeless-healthcare.org,true,0.54,original
houston-tx,Houston,TX,Avenue 360 Health and Wellness Midtown,2920 Fannin St,Houston,TX,77002,(713) 426-0027,https://avenue360.org/,true,1.66,original
houston-tx,Houston,TX,Legacy Wellness Bar,120 Westheimer Rd STE F,Houston,TX,77006,(832) 548-5000,https://www.wellnessbarbylegacy.org/,true,1.74,places
houston-tx,Houston,TX,EL CENTRO DE CORAZON-EASTWOOD,412 Telephone Rd,Houston,TX,77023,(713) 926-6229,https://www.elcentrdecorazon.org,true,2.74,original
houston-tx,Houston,TX,McReynolds Middle School,5910 Market St,Houston,TX,77020,(713) 671-3650,https://www.houstonisd.org/mcreynolds,true,3.27,places
hoffman-estates-il,Hoffman Estates,IL,3100 W. Higgins Road,"3100 W Higgins Rd, Ste 100",Hoffman Estates,IL,60169,(844) 599-3700,https://www.gefcc.org,true,2.71,original
hoffman-estates-il,Hoffman Estates,IL,Legacy Medical Care - Hanover Park,6620 Barrington Rd,Hanover Park,IL,60133,(630) 830-5926,http://www.legacymedicalcare.org/?utm_source=GMBSocialClimb&utm_medium=LegacyMedicalCare-HanoverPark,true,4.35,places
hoffman-estates-il,Hoffman Estates,IL,ACCESS Northwest Family Health Center,1120 N Arlington Heights Rd,Arlington Heights,IL,60004,(847) 342-1554,https://www.achn.net/locations/location-pages/access-northwest-family-health-center/?utm_source=google&utm_medium=website&utm_id=website+link,true,7.19,places
hoffman-estates-il,Hoffman Estates,IL,VNA Health Center - Elgin Villa,801 Villa St,Elgin,IL,60120,(847) 717-6455,https://www.vnahealth.com,true,8.08,original
hoffman-estates-il,Hoffman Estates,IL,CARPENTERSVILLE COMMUNITY HEALTH CENTER,3003 Wakefield Dr,Carpentersville,IL,60110,(877) 692-8686,https://www.auntmarthas.org,true,8.32,original
hoffman-estates-il,Hoffman Estates,IL,Hamdard Health Addison,228 E Lake St,Addison,IL,60101,630-835-1430 x258,https://www.hamdardhealth.org/,true,10.24,original
hickory-nc,Hickory,NC,Kintegra at Hickory High,1234 3rd Street Northeast,Hickory,NC,28601,(828) 322-5860,https://www.kintegra.org,true,0.61,original
hickory-nc,Hickory,NC,Eastern Burke HCCH,560 Malcolm Blvd,Connelly Springs,NC,28612,828-262-3886 x105,https://www.highcountrycommunityhealth.com/,true,10.94,places
hickory-nc,Hickory,NC,Good Samaritan Clinic,500 E Parker Rd,Morganton,NC,28655,(828) 212-4185,https://gscburke.org/,true,18.33,places
hemet-ca,Hemet,CA,Innercare Hemet,1023 E Florida Ave,Hemet,CA,92543,(951) 599-8403,https://www.innercare.org,true,0.79,original
hemet-ca,Hemet,CA,Neighborhood Healthcare ~ Devonshire Avenue,1030 E Florida Ave,Hemet,CA,92543,(760) 520-8300,https://www.nhcare.org/locations-list/hemet/,true,0.81,places
hemet-ca,Hemet,CA,Tri-State Community Healthcare Center,"540 N San Jacinto St, Ste I",Hemet,CA,92543,(844) 444-1424,http://www.tristateclinics.org/,true,1.25,places
hemet-ca,Hemet,CA,Hemet Community Health Center,880 N State St,Hemet,CA,92543,(951) 766-2450,https://www.ruhealth.org/chc/hemet,true,1.38,original
hemet-ca,Hemet,CA,SJCH San Jacinto Health Center,1821 S San Jacinto Ave STE D,San Jacinto,CA,92583,(323) 541-1600,https://sjch.org/,true,2.0,places
hemet-ca,Hemet,CA,DAP Health - San Jacinto Community Health Center,651 N State St,San Jacinto,CA,92583,(951) 487-8506,https://borregomedical.org,true,3.71,original
hamden-ct,Hamden,CT,CS-HHC at Dunbar Hill Elementary School,315 Lane St,Hamden,CT,06514,(203) 503-3000,https://www.hamden.org/dunbarhill,true,0.36,places
hamden-ct,Hamden,CT,Eli Whitney Technical High School SBHC,100 Fairview Ave,Hamden,CT,06514,(203) 397-4031,http://whitney.cttech.org/index.html,true,1.46,places
hamden-ct,Hamden,CT,Leeway House,40 Albert St,New Haven,CT,06511,(203) 777-7411,https://leeway.net/,true,3.22,places
hamden-ct,Hamden,CT,StayWell Naugatuck Health Center,30 Church St,Naugatuck,CT,06770,(203) 756-8021,http://staywellhealth.org/,true,10.71,places
hamden-ct,Hamden,CT,Waterbury Health & Wellness Center,855 Lakewood Rd,Waterbury,CT,06704,(860) 793-3500,https://www.wheelerclinic.org,true,14.9,original
hamden-ct,Hamden,CT,OPTIMUS on Boston Avenue,305 Boston Ave,Stratford,CT,06614,(203) 375-7242,https://optimushealthcare.org/opthc/,true,16.28,original
gulfport-ms,Gulfport,MS,Gulfport Health Center,15024 Martin Luther King Jr Blvd,Gulfport,MS,39501,(228) 864-0003,https://www.coastalfamilyhealth.org,true,1.63,original
kansas-city-ks,Kansas City,KS,Vibrant Health - Children's Campus,444 Minnesota Ave,Kansas City,KS,66101,(913) 342-2552,https://vibrantwyandotte.org/,true,0.34,original
kansas-city-ks,Kansas City,KS,SWOPE HEALTH SVCS - WYANDOTTE,21 N 12th St STE 400,Kansas City,KS,66102,(816) 599-5111,https://WWW.SWOPEHEALTH.ORG,true,1.09,original
kansas-city-ks,Kansas City,KS,"Mercy and Truth Kansas City, KS","721 N 31st St, Suite 101",Kansas City,KS,66102,(913) 621-0074,https://www.mercyandtruth.com,true,1.98,original
kansas-city-ks,Kansas City,KS,Samuel U. Rodgers Health Center Cabot Westside,2121 Summit St,Kansas City,MO,64108,(816) 471-0900,https://samrodgers.org/,true,2.68,places
kansas-city-ks,Kansas City,KS,Kansas City CARE Clinic,3501 Broadway Blvd,Kansas City,MO,64111,(816) 753-5144,http://kccare.org/,true,4.12,places
kansas-city-ks,Kansas City,KS,"Hope Family Care Center, 3027 Prospect Ave., Kansas City, MO 64128",3027 Prospect Ave,Kansas City,MO,64128,(816) 861-6500,http://hfcckc.org/,true,5.06,places
joplin-mo,Joplin,MO,Access Family Care Joplin,530 S Maiden Ln,Joplin,MO,64801,(417) 782-6200,https://www.accessfamilycare.org,true,1.6,original
joplin-mo,Joplin,MO,Community Health Center of Southeast Kansas/Baxter Springs,2990 Military Ave,Baxter Springs,KS,66713,(620) 231-9873,https://www.chcsek.org,true,14.3,original
joplin-mo,Joplin,MO,Commerce Community Health Center,220 S Mickey Mantle Blvd,Commerce,OK,74339,(918) 675-0017,http://www.chcneo.com/,true,23.02,places
joliet-il,Joliet,IL,Will County Community Health Center at Will County Health Department,501 Ella Ave,Joliet,IL,60433,(815) 727-8670,http://willcountyhealth.org/,true,1.69,places
joliet-il,Joliet,IL,Aunt Martha's Joliet East Community Health Center,1200 Eagle St,Joliet,IL,60432,(708) 747-7100,https://www.auntmarthas.org/location/east-joliet-community-health-center/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=east-joliet-chc,true,1.77,places
joliet-il,Joliet,IL,VNA Health Care- Joliet,1501 W Jefferson St,Joliet,IL,60435,(630) 978-2532,https://www.vnahealth.com,true,1.82,original
joliet-il,Joliet,IL,COMMUNITY HEALTH PARTNERSHIP OF ILLINOIS,"157 S Lincoln Ave, Ste D",Aurora,IL,60505,(630) 859-0015,https://www.chpofil.org,true,19.63,original
joliet-il,Joliet,IL,GPS-Maurice Fitts Page Whole Health and Wellness Health Center,450 W 14th St,Chicago Heights,IL,60411,(708) 985-3040,https://www.gpsbh.org,true,21.78,original
joliet-il,Joliet,IL,Pillars Community Health Countryside,5220 East Ave,Countryside,IL,60525,(708) 745-5277,https://www.pillarscommunityhealth.org,true,21.85,original
jackson-mi,Jackson,MI,CFH - Northeast Health Center,1024 Fleming Ave,Jackson,MI,49202,(517) 748-5500,https://www.centerforfamilyhealth.org,true,0.75,original
jackson-mi,Jackson,MI,"Grace Health, Inc.",115 Market Pl,Albion,MI,49224,(517) 629-6540,https://www.gracehealthmi.org,true,18.68,original
issaquah-wa,Issaquah,WA,Sea Mar CHC - Bellevue 150th Ave. SE,3801 150th Ave SE,Bellevue,WA,98006,(425) 460-7140,http://www.seamar.org/king-medical-bellevue.html,true,5.28,places
issaquah-wa,Issaquah,WA,Eastgate Public Health Center,14350 SE Eastgate Way,Bellevue,WA,98007,(206) 296-4920,http://www.kingcounty.gov/healthservices/health/locations/eastgate.aspx,true,5.78,original
issaquah-wa,Issaquah,WA,ICHS Bellevue Medical and Dental Clinic,1050 140th Ave NE,Bellevue,WA,98005,(425) 373-3000,https://www.ichs.com,true,7.32,original
issaquah-wa,Issaquah,WA,HealthPoint at Sunset Neighborhood Center,2902 NE 12th St,Renton,WA,98056,(425) 682-6000,https://www.healthpointchc.org/find-clinics/sunset-neighborhood-center,true,7.63,places
issaquah-wa,Issaquah,WA,Neighborcare Health at Rainier Beach,9245 Rainier Ave S,Seattle,WA,98118,(206) 721-2326,https://www.neighborcare.org,true,11.2,original
issaquah-wa,Issaquah,WA,Seattle Roots at Carolyn Downs,2101 E Yesler Way,Seattle,WA,98122,(206) 299-1900,http://www.cdchc.org,true,13.11,original
inverness-fl,Inverness,FL,Inverness Medical - 300 S. Line Avenue,300 S Line Ave,Inverness,FL,34452,(352) 419-5760,https://www.langleymedicalcenter.com,true,2.85,original
inverness-fl,Inverness,FL,Heart of Florida Health Center Southwest,100 Marion Oaks Blvd,Ocala,FL,34473,(352) 732-6599,https://www.heartoffloridahealthcenter.org,true,14.7,original
inverness-fl,Inverness,FL,"Citrus County Rural Health, Inc.",927 N Citrus Ave,Crystal River,FL,34428,(352) 565-7342,https://www.ccrhealth.org,true,18.99,original
inverness-fl,Inverness,FL,Brooksville Family Health Center,300 S Main St,Brooksville,FL,34601,(352) 518-2000,https://www.premierhc.org,true,20.35,original
lexington-ky,Lexington,KY,University of Kentucky,107 Main Building,Lexington,KY,40506,(859) 257-1841,https://www.uky.edu,true,1.57,original
lexington-ky,Lexington,KY,HealthFirst Bluegrass MET.,"576 E Third St, Apartment 170",Lexington,KY,40508,(859) 288-2425,https://www.healthfirstlex.com,true,1.77,original
lexington-ky,Lexington,KY,DBA Bluegrass Community Health Center,224 N Martin Luther King Blvd STE 200,Lexington,KY,40507,(859) 977-7474,https://N/A,true,2.12,original
lexington-ky,Lexington,KY,HealthPoint Nicholasville,101 Orchard Dr,Nicholasville,KY,40356,(859) 881-4288,http://www.healthpointfc.org/,true,9.56,places
lexington-ky,Lexington,KY,Huntertown Elementary Healthy Kids Clinic,120 Woodburn Hall Dr,Versailles,KY,40383,(859) 873-6292,https://www.cumberlandfamilymedical.com,true,12.53,original
lexington-ky,Lexington,KY,Sterling Health Care - Winchester,455 Bullion Blvd,Winchester,KY,40391,(859) 744-2623,http://www.sterlinghealthky.org/,true,14.79,places
lawton-ok,Lawton,OK,LCHC Call Center,602 SE Wallock St,Lawton,OK,73501,(580) 355-5242,www.lawtoncommunityhealthcenter.com,true,1.16,hrsa
laurel-ms,Laurel,MS,"FAMILY HEALTH CENTER, INC.",117 S 11th Ave,Laurel,MS,39440,(601) 425-3033,https://www.lfhc.net,true,1.23,original
laurel-ms,Laurel,MS,JASPER MEDICAL/DENTAL CLINIC,309 N Pine Ave,Heidelberg,MS,39439,(601) 787-3464,https://www.outreachhs.org,true,15.26,original
laurel-ms,Laurel,MS,SEMINARY FAMILY HEALTH CENTER,100 Highway 535,Seminary,MS,39479,(601) 722-3208,https://www.semrhi.com,true,23.46,original
las-vegas-nv,Las Vegas,NV,All For Health - Charleston,1219 E Charleston Blvd,Las Vegas,NV,89104,(702) 384-1110,http://all4health.org/,true,1.19,original
las-vegas-nv,Las Vegas,NV,FirstMed Pediatrics,701 N Pecos Rd,Las Vegas,NV,89101,(702) 731-0909,http://fmhwc.org/,true,1.23,places
las-vegas-nv,Las Vegas,NV,LAS VEGAS OUTREACH CLINIC,1450 N Main St,Las Vegas,NV,89101,(702) 307-4635,https://www.nevadahealthcenters.org/,true,1.28,places
las-vegas-nv,Las Vegas,NV,Hope Recuperative Care Center,1450 N Main St,Las Vegas,NV,89101,(702) 229-5460,https://hopehealthvegas.org/recuperative-care-center/,true,1.28,places
las-vegas-nv,Las Vegas,NV,Southern Nevada Health District - Fremont,2830 Fremont St,Las Vegas,NV,89104,(702) 759-1100,http://southernnevadahealthdistrict.org/,true,1.39,places
las-vegas-nv,Las Vegas,NV,Aghaby: North Las Vegas,1845 Civic Center Dr,North Las Vegas,NV,89030,(424) 785-5170,https://www.acchealthcenters.org/,true,1.51,places
lancaster-pa,Lancaster,PA,"Lancaster Downtown (Medical, Dental & Pharmacy)",304 N Water St,Lancaster,PA,17603,(717) 299-6371,https://unioncommunitycare.org/,true,2.27,places
lancaster-pa,Lancaster,PA,Columbia Dental Center,430 Walnut St,Columbia,PA,17512,(717) 801-4800,https://www.familyfirsthealth.org/locations/columbia-dental,true,10.01,places
lakeway-tx,Lakeway,TX,CommUnityCare Oak Hill,"8656 W Highway 71, Bldg A",Austin,TX,78735,(512) 978-9820,http://www.communitycaretx.org,true,9.46,original
lakeway-tx,Lakeway,TX,Lone Star Circle of Care at Jonestown,"18220 FM 1431, Suite D",Leander,TX,78641,(877) 800-5722,https://www.lonestarcares.org,true,11.22,original
lakeway-tx,Lakeway,TX,St. David's Medical Center Pavilion,1025 E 32nd St,Austin,TX,78705,(512) 478-4939,https://www.austinpcc.org,true,16.34,original
lake-wales-fl,Lake Wales,FL,CFHC Lake Wales Primary Care,305 W Central Ave,Lake Wales,FL,33853,(863) 855-9718,http://www.cfhconline.org/,true,2.89,original
lake-wales-fl,Lake Wales,FL,Osceola Community Health Services at Poinciana,109 N Doverplum Ave,Kissimmee,FL,34758,(407) 943-8600,https://www.osceolahealthcare.org,true,18.13,original
lake-havasu-city-az,Lake Havasu City,AZ,ELK RIDGE - LAKE HAVASU CITY CLINIC,2090 Smoketree Avenue North,Lake Havasu City,AZ,86403,(928) 854-1800,http://elkridge.org/,true,1.54,places
lake-elsinore-ca,Lake Elsinore,CA,VCC: Lake Elsinore Health Center,31361 Riverside Dr,Lake Elsinore,CA,92530,(760) 631-5000,https://www.vcc.org,true,1.92,original
lake-elsinore-ca,Lake Elsinore,CA,Lake Elsinore Community Health Center,2499 E Lakeshore Dr,Lake Elsinore,CA,92530,(951) 471-4200,https://www.ruhealth.org/community-health-centers/locations/lake-elsinore,true,2.67,original
lake-elsinore-ca,Lake Elsinore,CA,Neighborhood Healthcare ~ Menifee,"26926 Cherry Hills Blvd, Ste B",Menifee,CA,92586,(951) 216-2200,https://www.nhcare.org/locations-list/menifee/,true,9.77,places
lake-elsinore-ca,Lake Elsinore,CA,SAC Murrieta Suite 430,"28078 Baxter Rd, Suite 430",Murrieta,CA,92563,(909) 382-7100,,true,10.89,
lake-elsinore-ca,Lake Elsinore,CA,TrueCare,"1675 N Perris Blvd, Suite G 1",Perris,CA,92571,(760) 736-6700,https://truecare.org/location/truecare-perris/,true,12.11,places
lake-elsinore-ca,Lake Elsinore,CA,DAP Health - Jay Hoffman Community Health Center,29490 Lakeview Ave,Nuevo,CA,92567,(951) 928-2805,https://www.daphealth.org/locations/#el-6a957d0a,true,16.53,places
lake-city-fl,Lake City,FL,Palms Medical Group - Lake City West,4784 W US Highway 90,Lake City,FL,32055,(352) 463-2374,https://www.palmsmg.org,true,6.16,original
lake-city-fl,Lake City,FL,Florida Department of Health in Union County - New River Community Health Care Center,495 E Main St,Lake Butler,FL,32054,(386) 496-3211,https://union.floridahealth.gov/programs-and-services/clinical-and-nutrition-services/new-river-health/index.html,true,23.26,places
laguna-hills-ca,Laguna Hills,CA,Access-Laguna Hills,"24953 Paseo de Valencia, #7",Laguna Hills,CA,92653,(714) 352-5800,https://accessfqhc.org,true,0.38,original
